2022-07-02T14:41:15.898957Z stderr F I0702 14:41:15.898285       1 serving.go:348] Generated self-signed cert in-memory
2022-07-02T14:57:48.8004807Z stderr F E0702 14:57:48.800300       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Node: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:02.1290993Z stderr F W0702 14:58:02.128786       1 reflector.go:324] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:02.129127Z stderr F E0702 14:58:02.128852       1 reflector.go:138] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: Failed to watch *v1.ConfigMap: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:04.2592415Z stderr F W0702 14:58:04.258879       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:04.2592775Z stderr F E0702 14:58:04.258991       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PodDisruptionBudget: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:06.2379495Z stderr F W0702 14:58:06.237730       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:06.2379678Z stderr F E0702 14:58:06.237771       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolume: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:11.1166538Z stderr F W0702 14:58:11.116329       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:11.1166803Z stderr F E0702 14:58:11.116423       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSINode: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:12.8107743Z stderr F W0702 14:58:12.809993       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:12.810827Z stderr F E0702 14:58:12.810197       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicaSet: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:13.4643083Z stderr F W0702 14:58:13.464111       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:13.4643253Z stderr F E0702 14:58:13.464162       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Service: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:13.8496722Z stderr F W0702 14:58:13.849424       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:13.8496876Z stderr F E0702 14:58:13.849479       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIStorageCapacity: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:21.0766684Z stderr F W0702 14:58:21.076080       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:21.0767262Z stderr F E0702 14:58:21.076230       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicationController: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:24.7484379Z stderr F W0702 14:58:24.748181       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:24.7484708Z stderr F E0702 14:58:24.748252       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Pod: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:26.8615141Z stderr F W0702 14:58:26.860944       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:26.8615572Z stderr F E0702 14:58:26.861094       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Node: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:30.9642639Z stderr F W0702 14:58:30.963886       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:30.9642875Z stderr F E0702 14:58:30.963973       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Namespace: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:32.4243627Z stderr F W0702 14:58:32.423694       1 reflector.go:324] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:32.4244131Z stderr F E0702 14:58:32.423909       1 reflector.go:138] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: Failed to watch *v1.ConfigMap: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:33.7591657Z stderr F W0702 14:58:33.758426       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:33.7592817Z stderr F E0702 14:58:33.758683       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolumeClaim: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:37.0266596Z stderr F W0702 14:58:37.026413       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:37.0266783Z stderr F E0702 14:58:37.026468       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIDriver: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:39.4673353Z stderr F W0702 14:58:39.467113       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:39.4673507Z stderr F E0702 14:58:39.467165       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StorageClass: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:40.904646Z stderr F W0702 14:58:40.903905       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:40.9046938Z stderr F E0702 14:58:40.904133       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StatefulSet: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:46.9789537Z stderr F W0702 14:58:46.978193       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:46.9790815Z stderr F E0702 14:58:46.978400       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PodDisruptionBudget: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:49.4567107Z stderr F W0702 14:58:49.456391       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:49.4567297Z stderr F E0702 14:58:49.456445       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIStorageCapacity: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:50.0831895Z stderr F W0702 14:58:50.082706       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:50.0832183Z stderr F E0702 14:58:50.082839       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicaSet: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:52.5121319Z stderr F W0702 14:58:52.511537       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:52.5121804Z stderr F E0702 14:58:52.511670       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSINode: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:54.0760718Z stderr F W0702 14:58:54.075493       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:58:54.0761133Z stderr F E0702 14:58:54.075637       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolume: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:59:05.51607Z stderr F W0702 14:59:05.515855       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:59:05.51611Z stderr F E0702 14:59:05.515901       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Pod: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:59:06.8299861Z stderr F W0702 14:59:06.829650       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:59:06.8300131Z stderr F E0702 14:59:06.829720       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Namespace: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:59:11.2282301Z stderr F W0702 14:59:11.227864       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:59:11.2282592Z stderr F E0702 14:59:11.227948       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Service: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:59:12.7246303Z stderr F W0702 14:59:12.724295       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:59:12.7246578Z stderr F E0702 14:59:12.724364       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicationController: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:59:14.5819409Z stderr F W0702 14:59:14.581768       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
